Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Version / Delivery,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Business Representative,Risk Likelihood,Risk Impact,Risk Financial Impact,IT Owner,Business Accountables,Release Backlog,Root Cause,Start Date,Target Release [deprecated],Architect,Structure Index Monitor,Mgmt Status,BCP ID,Decision Statement,Publishing Date,Idea Rejection Reason,IC Rank Revenue Impact,Completion Progress [%],Impact if not delivered,Value when delivered,Review Meeting Details,Consumer,Validator,Affected Objects,Commitment Status,Consumed,Expected Effort,Acceptance Criteria,Definition of Done Proxy,Industry,License,Delivery Type,Planning Cycle,Deployment Unit Info,Perforce Note,Validate Reason,WSJF,External ID,Customer Release Note Required,Release Note Title,Release Note Content,Perforce Change List ID,Executive Summary,Business Impact,Affected Customer(s),Release Note Status,Risks,Action Items,Development,Vulnerability,Flagged,Epic/Theme,Secondary Contact,Threat Event Frequency,TIP Test Relevance,Validation Type,Risk Owner,Dev Assigned To,Tester Assigned To,Target Release,Review Group,Submission Category,Expected Behaviour,Observed Behaviour,Steps to Duplicate,Defect Type,Leading Workstream,SPOC (DU),Software OS,Delivering Unit,Languages,SPOC (RU),Requesting Unit,Rank Mandatory,Rank Legal and Compliance Impact,Rank SAP Strategy Contribution,Rank Existing Customer Satisfaction,Rank New Customer Attractiveness,Objective,Rank TCO and Technical Debt,Accountable,Interaction Design Responsible,Test Plan Tests Filter,Delivered for SAP Event,Document URL,Readiness Check,Solution Description,TCLinked,Development Start,Planning Cycles,Idea Source,Manual Activity,Delivery Way,Complexity,User Experience,Definition of Ready,Implementer(s),Review Date,ERD,Sponsor,Automatic Test status,External Communication.,Module,External Communication,Investment Cluster & Strategic Theme,Dev Task Type,Testing Activity,Quality Level,Decision Status,Doc Task Type,TIP BIT Products,Team(s),Business Processes,Capacity Correction,Publishing Status,Development End,LoB - E2E Solutions,Enabler,Acceptance Testing,Tier,Document Links,Feature Toggle,URL,Impacted SAP Process(es),Epic Link,Impacted LoB(s),Epic Color,Rank,Epic Name,At Risk,Epic Status,IPLastExportTime,LPM,Test Plan Status,Accepted,Topic Expert,Main Impact,Requested Delivery Date (RDD),Planned Delivery Date (PDD),Status Comments,Release To Customer Date (RTCD),Story Points,Value Points,Planned Effort,GS Product Unit Head,QM Status,Receiving team (planned),Request Source,Security Type,Issue Flags,Request Context,Customer(s),Receiving Team,Test Plan,Problem,Tests associated with a Test Plan,Test Environments,Cloud verification relevant,Tests association with a Pre-Condition,Year,Quarter,Requirement Status,Conditions,Pre-Condition Type,Benefit,Test Execution Status,Revision,End Date,Classification,Initiative Name,Product,Rank By Project,Product Area,Dev Status,Related Notes/Hotfix Number,Content Effort,Initiative Link,KM Status,Min. Scope,PO Status,Total Costs in Euros,Link to ServiceNow,Solution Area/s,Requirement Type,Risk Information,Begin Date,Test Execution Defects,Platforms,Tests association with a Test Execution,Test Set Status,Test Count,Tests association with a Test Set,Test Repository Path,TestRunStatus,Increment,Test Plans associated with a Test,Pre-Conditions association with a Test,Specs Done,Sponsor(s),Rating.,Root Cause Analysis,Key Result,BCPLinked,Customer Reach,_BCPIncident,Test Sets association with a Test,Steps Count,Manual Test Steps,Generic Test Definition,Cucumber Scenario,Cucumber Test Type,Planned Start of Feature Development,Planned Feature Delivery,Requesting LOB,Test Type,Specification Reviewers,Test Status,Program(s),Receiving Unit,Requesting Program,Product Standard,API Implementation,Additional Comments,Implementation Reviewers,Rank (Obsolete),Design Reviewers,Traceability Relevant,Stakeholder,Goal / Target Situation,Implementation Effort,Test Status decentral,Dependent Component,Solution,Business Feature,Scope,Type,Day One Impact,Risk State,IEG Sending Unit,IEG Demand in PD,Include in release notes,Dataset values,Rank Cost Benefit Ratio,Justification,Agile Team,Cluster,Feature Toggle ID,T-Shirt Size,Region,Audience,Sprint,Testing Tour,RR | OE value,User-Business Value,Security & Compliance,AC,Root Cause of Defect,Known Issue Status,Customer Impact,RequestingPillar,Customer ERP #,VA Documentation,Delivery Setup,Definition of Ready - Story,Job Size,TIPJira ID,Time Criticality,Updated Planned Delivery Date (UPDD),Automation defect,Team,Pillar,Target start,DB Environment,Parent Link,Original story points,Target end,Defect Review Status,Business Justification,Risk Analysis,Integrated,Requestor,Management Commitment Status,Project Assignment,Knowledge Management Description,Stack,Urgency,Requested Fix Version,Disposition,Landscape,Target Audience,Category,Analysis Effort,Message Type,Assessment,Background,Persona,Confirmation,Expiration Date,External issue ID,Contributor(s),External issue ID01,Countermeasures and Implementation Plan,Product Manager,Current Situation,Risk Description,Invest Case ID,Definition of Done,archived-issue-links,Process,DLM Status,Title,ServiceNow Sys ID,ServiceNow Number
NGP Issue Tracking,NGPBUG-475707,FOSS Vulnerability (Score 7.5) in glibc 2.41-12+deb13u1 14/02/2026,Bug,Open,Very High,Unresolved,Unassigned,"Filozof, Tanya","Filozof, Tanya",25 Jan 2026 13:25,,25 Jan 2026 13:27,,,,Metering-as-a-Service,29 Dec 2021,0,1,,,,,,,,na,CVE-2026-0861 & CVE-2026-0915 & CVE-2025-15281 For components: [xmake-deploy-snapshot.int.repositories.cloud.sap-com.sap.unified-metering-operator-snapshot-latest.tar|https://svmprod-zdohvhnx0v.dispatcher.int.sap.eu2.hana.ondemand.com/webapp/index.html#] {color:#de350b}*SLA for fix 30 days - 14/02/2026*{color},,,,,,00.Next_In_Prio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,express library updated,,,na,,,,,,,,FOSS_Vulnerability,,,,,,,,,,,,,na,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TeamYasmeen,,,,,,,,,,,,,,,,2|jiquao:,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,NGP internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEV,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-475706,FOSS Vulnerability (Score 9.9) in lodash 4.17.21 21/02/2026,Bug,Open,Very High,Unresolved,Unassigned,"Filozof, Tanya","Filozof, Tanya",25 Jan 2026 13:24,,25 Jan 2026 13:24,,,,Metering-as-a-Service,29 Dec 2021,0,1,,,,,,,,na,CVE-2025-13465 For components: [metering-health - 1|https://svmprod-zdohvhnx0v.dispatcher.int.sap.eu2.hana.ondemand.com/webapp/index.html#] [application-bridge - 1|https://svmprod-zdohvhnx0v.dispatcher.int.sap.eu2.hana.ondemand.com/webapp/index.html#] {color:#de350b}*SLA for fix 30 days - 21/02/2026*{color},,,,,,00.Next_In_Prio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,express library updated,,,na,,,,,,,,FOSS_Vulnerability,,,,,,,,,,,,,na,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TeamYasmeen,,,,,,,,,,,,,,,,2|jiqua8:,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,NGP internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEV,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-475517,[cf-cn40-canary] validate-object-store-service failed: Could not create JMS transaction,Bug,Resolved,Very High,Fixed,Unassigned,T_hcpcm_cn,T_hcpcm_cn,22 Jan 2026 18:04,,24 Jan 2026 18:30,24 Jan 2026 18:30,2601a,,"CF-ObjectStore,                     Metering-as-a-Service",,0,5,,,,,,,NGPBUG-475515,HCP_IE,"[cf-cn40-canary] validate-object-store-service failed. Find failed job https://concourse.cf.canaryac.vlab-sapcloudplatformdev.cn/teams/product-cf/pipelines/landscape-update-pipeline/jobs/validate-object-store-service/builds/2131 {code}			}, ""measures"": [{ ""id"": ""storage_in_GB"", ""value"": 0.00000001 },{ ""id"": ""api_calls"", ""value"": 0.0 }] } ] } 2026-01-22 15:41:11 Status code: 500 Metering test failed: {""status"":500,""message"":""Could not create JMS transaction"",""timestamp"":""2026-01-22T15:41:11.683""} 500 logging out from cf 2026-01-22 15:41:11 Logging out provisioned_user_object-store-servicetest... OK 2026-01-22 15:41:11 deprovisioning cf admin user using deprovision_user script 2026-01-22 15:41:13 [2026-01-22 15:41:13,212][deprovision user][INFO] user temp-admin-72b4e227-b8b3-44ff-8fc7-8c2531091a78 (5f8ec9e5-4ff3-49da-bd7a-08e611a434d6) created 2026-01-22 15:41:15 [2026-01-22 15:41:15,725][deprovision user][INFO] deleting user provisioned_user_object-store-servicetest 2026-01-22 15:41:16 [2026-01-22 15:41:16,221][deprovision user][INFO] deleting temporary user temp-admin-72b4e227-b8b3-44ff-8fc7-8c2531091a78 2026-01-22 15:41:16 error: action test for deployment object-store-service failed. action output: error calling test action for component object-store-service: exit status 1 2026-01-22 15:41:16 iac -d object-store-service action test failed Checking if deployment 'external-repositories' is active ... [32mDeployment 'external-repositories' is active.[0m 2026-01-22 15:41:16 Publish concourse build result to influxdb... 2026-01-22 15:41:18 curl command used to post to influxdb: 2026-01-22 15:41:18 curl -XPOST -L --tlsv1.2 --connect-timeout 10 --retry 6 --retry-delay 0 --retry-max-time 60 -u $USERNAME:$PASSWORD -sw %{http_code} {code} Please refer to the following link for requesting landscape access: https://wiki.wdf.sap.corp/wiki/display/IoTSiemens/ActiveCAMProfiles Netiquette guide: https://github.wdf.sap.corp/cf-internal-realm/Documentation/blob/master/OpsDevOpsDevOpsDev/live-netiquette.md",,,,,,"Deploy2601a, InUpdatePipeline, automatic_created, validate-object-store-service",,,,,,,No,,,,,,Green,,,,,,,,,,,,,,22 Jan 2026,,,Empty,,,,,,,,,,,,,,,Pipeline is blocked,,,,,,,,,,,,,,,,,,,,,Retrigger job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|jimp5s:,,,,,,,,,,,,Please add Workaround/Mitigation,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,NGP internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf-cn40-canary,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-475515,[cf-cn40-canary] deploy-metering failed: Service broker mq-broker responded with invalid JSON: no healthy upstream,Bug,Resolved,Very High,Fixed,Unassigned,T_hcpcm_cn,T_hcpcm_cn,22 Jan 2026 18:03,,24 Jan 2026 18:30,24 Jan 2026 18:30,2601a,,Metering-as-a-Service,,0,4,,,,,,,NGPBUG-475517,HCP_IE,"[cf-cn40-canary] deploy-metering failed. Find failed job https://concourse.cf.canaryac.vlab-sapcloudplatformdev.cn/teams/product-cf/pipelines/landscape-update-pipeline/jobs/deploy-metering/builds/2178 {code} 2026-01-22 15:48:27 Update in progress. Use 'cf services' or 'cf service metering-db' to check operation status. OK 2026-01-22 15:53:09    status:    update succeeded 2026-01-22 15:53:10    status:    update succeeded 2026-01-22 15:53:10 metering-db update plan succeeded 2026-01-22 15:53:10 [0;36mmetering-db instance guid is: 9c591c5a-9d51-4a49-93ce-96c7ef4b0c0c[0m 2026-01-22 15:53:10 Metering should have queues' connection. Adding queues service Solace is enabled Checking if using User Provided Service for Solace 2026-01-22 15:53:10 Trying to create solace 2026-01-22 15:53:10 using plan for message-queuing standard 2026-01-22 15:53:11 Updating Service message-queuing parameters 2026-01-22 15:53:11 Updating service instance metering-mqs in org SAP_metering / space metering as provisioned_user_metering_deploy... 2026-01-22 15:53:14 Job (42b2fe4d-7cbf-4c31-b9be-0d9e78d366f9) failed: update could not be completed: Service broker error: Service broker mq-broker responded with invalid JSON: no healthy upstream FAILED 2026-01-22 15:53:14 ##################### Deprovision Cloud Controller Admin User on exit ################### 2026-01-22 15:53:16 [2026-01-22 15:53:16,045][deprovision user][INFO] user temp-admin-4e086471-2b6b-42d9-8161-f3309ff2c3b6 (8ede5edb-939d-4a4d-ad71-264692c52fab) created 2026-01-22 15:53:17 [2026-01-22 15:53:17,654][deprovision user][INFO] deleting temporary user temp-admin-4e086471-2b6b-42d9-8161-f3309ff2c3b6 2026-01-22 15:53:17 error: lifecycle 'deploy' for deployment 'metering' failed in action 'deploy'. Action output (can be empty): exit status 1 2026-01-22 15:53:17 iac -d metering lifecycle deploy --skip-state-update failed Checking if deployment 'external-repositories' is active ... [32mDeployment 'external-repositories' is active.[0m 2026-01-22 15:53:18 Publish concourse build result to influxdb... 2026-01-22 15:53:19 curl command used to post to influxdb: 2026-01-22 15:53:19 curl -XPOST -L --tlsv1.2 --connect-timeout 10 --retry 6 --retry-delay 0 --retry-max-time 60 -u $USERNAME:$PASSWORD -sw %{http_code} {code} Please refer to the following link for requesting landscape access: https://wiki.wdf.sap.corp/wiki/display/IoTSiemens/ActiveCAMProfiles Netiquette guide: https://github.wdf.sap.corp/cf-internal-realm/Documentation/blob/master/OpsDevOpsDevOpsDev/live-netiquette.md",,,,,,"Deploy2601a, InUpdatePipeline, automatic_created, deploy-metering",,,,,,,No,,,,,,Green,,,,,,,,,,,,,,22 Jan 2026,,,Empty,,,,,,,,,,,,,,,Pipeline is blocked,,,,,,,,,,,,,,,,,,,,,Retrigger job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|jimp4o:,,,,,,,,,,,,Please add Workaround/Mitigation,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,NGP internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf-cn40-canary,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-473342,Unable to create or bind service instances of Unified Metering,Bug,Resolved,Very High,Fixed,Unassigned,"Azevedo, Fabio","Azevedo, Fabio",07 Jan 2026 13:06,,08 Jan 2026 10:33,08 Jan 2026 10:33,,,Metering-as-a-Service,,0,3,,,,,,,,Environment: *CF-EU12* Service Instance Id: *3d2d97e0-f634-4e1b-9753-ad3c5b5e0ee1* Subaccount Id:{*}4d6da7ea-4259-491a-be43-7391d3f0bb0f{*} Global Account Id: *3a502640-855c-45b3-972b-dd52c2426203*,"It is currently impossible to create or bind a service instance of the unified metering plan. - Instance creation hangs on ""Creating the Account..."" (Previous test hung for more than an hour), - Instance binding fails with ""could not reach service broker metering-broker at https://metering-broker.mesh.cf.sap.hana.ondemand.com"".",,,,,,,,,,,,,No,,,,,,Green,,,,,,,,,,,,,,07 Jan 2026,,,Empty,,,,,,,,,,,,,,,Unable to deploy application,,,,,,,,,,,,,,,,,,,,,"Create or bind a service instance of service ""metering-service"" and plan ""unified-metering",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|jhkjqg:,,,,,,,,,,,,Please add Workaround/Mitigation,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,Other stakeholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf-eu12,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-463966,analytics-planning unauthorized to call metering service on CH20,Bug,Resolved,Very High,Consulting,"Filozof, Tanya","Guo, Yiran","Guo, Yiran",29 Oct 2025 07:01,,29 Dec 2025 08:31,29 Dec 2025 08:31,,,Metering-as-a-Service,,0,3,_thumb_10108371.png,,,,,,"FPA137-41483,                                                FPA35-225544",analytics-planning for metering service in CH20,"*Cloned this ticket from [https://jira.tools.sap/browse/NGPBUG-456716]  as this issue is also happening for CH20* {code:java} {""pri"":""14"",""host"":""sacch20.sac.licensingservice"",""ident"":""64a55019-264d-499c-b3e8-d6b025a89fcd"",""pid"":""[APP/PROC/WEB/4]"",""msgid"":""-"",""msg"":""metering service returned non success response {\""status\"":403,\""message\"":\""Service analytics-planning test is unauthorized\"",\""timestamp\"":\""2025-10-24T16:41:32.191\""}"",""level"":""ERROR"",""written_ts"":""1761324092194061284"",""logger"":""com.sap.orca.svc.licensingservice.service.LicenseMeteringService"",""correlation_id"":""4883abf3-f033-4774-ae2b-ad0e4457c5c2"",""written_at"":""2025-10-24T16:41:32.193Z"",""thread"":""scheduling-1"",""type"":""log"",""app_id"":""64a55019-264d-499c-b3e8-d6b025a89fcd"",""app_name"":""licensingservice"",""deployment"":""cf_cells_1"",""index"":""7e455c9b-d593-4b63-9dcc-91f85766d172"",""instance_id"":""4"",""ip"":""10.36.192.4"",""job"":""diego-cell"",""organization_id"":""9d9b2740-c1d7-4c35-8b3c-d59c30250efe"",""organization_name"":""sacch20"",""origin"":""rep"",""process_id"":""64a55019-264d-499c-b3e8-d6b025a89fcd"",""process_instance_id"":""75b918e8-400f-4392-617c-1ab0"",""process_type"":""web"",""source_id"":""64a55019-264d-499c-b3e8-d6b025a89fcd"",""source_type"":""APP/PROC/WEB"",""space_id"":""385e2cdf-c917-457d-a27c-9d914a0eb604"",""space_name"":""sac"",""timestamp"":""2025-10-24T16:41:32.193Z"",""__v1_type"":""-"",""component"":""-""} {code} *below is the original description:* ---------------------------------- Hi colleagues, Our SAC microservice, licensingservice, is bound to metering service which we report license consumption numbers to. In EU11, these calls have been failing due to 403 error. We have the below logs: {code:java} {""pri"":""14"",""host"":""saceu11.sac.licensingservice"",""ident"":""447c4ee8-0607-4c3b-b5e7-7b143db1f023"",""pid"":""[APP/PROC/WEB/4]"",""msgid"":""-"",""msg"":""metering service returned non success response {\""status\"":403,\""message\"":\""Service analytics-planning production is unauthorized\"",\""timestamp\"":\""2025-09-03T17:05:26.292\""}"",""level"":""ERROR"",""written_ts"":""1756919126295721022"",""logger"":""com.sap.orca.svc.licensingservice.service.LicenseMeteringService"",""correlation_id"":""b90b4221-0907-4a82-81dc-2f7b6f7a5ced"",""written_at"":""2025-09-03T17:05:26.295Z"",""thread"":""scheduling-1"",""type"":""log"",""app_id"":""447c4ee8-0607-4c3b-b5e7-7b143db1f023"",""app_name"":""licensingservice"",""deployment"":""cf_cells_1"",""index"":""7a506c00-010b-4a0e-8c19-d288cda14133"",""instance_id"":""4"",""ip"":""10.0.201.19"",""job"":""diego-cell"",""organization_id"":""cdb2cff7-347e-4e56-82df-82933a234d48"",""organization_name"":""saceu11"",""origin"":""rep"",""process_id"":""447c4ee8-0607-4c3b-b5e7-7b143db1f023"",""process_instance_id"":""f71c549d-73f4-4edb-40af-6a9b"",""process_type"":""web"",""source_id"":""447c4ee8-0607-4c3b-b5e7-7b143db1f023"",""source_type"":""APP/PROC/WEB"",""space_id"":""bfbc3ca8-edcc-4841-97d4-3aa7e2e4df27"",""space_name"":""sac"",""timestamp"":""2025-09-03T17:05:26.295Z"",""__v1_type"":""-"",""component"":""-""} {code} You can see from this ticket that we registered ""analytics-planning"" with metering service last year: [https://jira.tools.sap/browse/FPA35-157069?focusedId=24497342&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-24497342] Can you please help check why 403 is returned? The result is that we are not properly billing customers for their SAC tenants provisioned via BTPEA, which means SAP is losing money. Thanks and best regards, James",,,,,,,,,,,,,No,,,,,,Green,,,,,,,,,,,,,,03 Sep 2025,,,Empty,,,,,,,,,,,,,,,Customer is not being charged for SAC tenants provisioned via BTPEA meaning SAP is losing money,,,,,,,,,,,,,,,,,,,,,Check licensingservice logs in CH20 to see logs mentioned in description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Interoperability Test,,,,,,,,,,,,,,,,,,,,,2|jd69hs:,,,,,,,,,,,,Please add Workaround/Mitigation,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,SAP Data Warehouse Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf-ch20,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-470942,[cf-br30] deploy-metering failed,Bug,Closed,Very High,Fixed,"Viswanathan, Hari Hara Prasad","Merabli, Herve",T_CF_Landscape_Team_User,10 Dec 2025 20:47,,17 Dec 2025 18:04,17 Dec 2025 18:04,2512a,,"CP-BSB-POSTGRESQL,                     Metering-as-a-Service",,0,4,,,,,,,,HCP_IE,"[cf-br30] deploy-metering failed. Find the build log at https://concourse.cf.br30.hana.ondemand.com/teams/product-cf/pipelines/landscape-update-pipeline/jobs/deploy-metering/builds/758 {noformat}An operation for service instance metering-db is in progress. FAILED ##################### Deprovision Cloud Controller Admin User on exit ################### [2025-12-10 16:53:24,239][deprovision user][INFO] user temp-admin-2b4c5b8d-b09a-449a-a855-558fb0f9ec1d (130eb157-c7d9-498a-a112-6ac66848a9b4) created [2025-12-10 16:53:25,292][deprovision user][INFO] deleting temporary user temp-admin-2b4c5b8d-b09a-449a-a855-558fb0f9ec1d error: lifecycle 'deploy' for deployment 'metering' failed in action 'deploy'. Action output (can be empty): exit status 1 iac -d metering lifecycle deploy --skip-state-update failed {noformat} Please refer to the following link for requesting landscape access: https://wiki.one.int.sap/wiki/display/IoTSiemens/ActiveCAMProfiles Netiquette guide: https://github.wdf.sap.corp/cf-internal-realm/Documentation/blob/master/OpsDevOpsDevOpsDev/live-netiquette.md",,,,,,"CF_Ops_SERVICE-367, Deploy2512a, cf-updater, ticket_auto_close",,,,,,,No,,,,,,Green,,,,,,,,,,,,,,10 Dec 2025,,,Empty,,,,,,,,,,,,,,,Pipeline is blocked,,,,,,,,,,,,,,,,,,,,,Retrigger job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|jga500:,,,,,,,,,,,,Please add Workaround/Mitigation,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,NGP internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf-br30,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-471306,[cf-eu01-canary] deploy-metering & deploy-xsa-deploy-service failed with: DatabaseDisconnectError,Bug,Resolved,Very High,Cannot Reproduce,Unassigned,"Iliev, Ivaylo",T_CF_Landscape_Team_User,12 Dec 2025 14:38,,13 Dec 2025 23:25,13 Dec 2025 23:25,2512a,,Metering-as-a-Service,,0,3,,,,,,,,HCP_IE,[cf-eu01-canary] deploy-metering failed. Find the build log at https://concourse.cf.eu01-canary.hana.ondemand.com/teams/product-cf/pipelines/landscape-update-pipeline/jobs/deploy-metering/builds/1173 {noformat}** Creating or Updating metering & monitor DB's : Postgres IaaS DB exist and will be used *** Adding postgresql-db service for Monitor using plan for postgresql-db premium Updating Service postgresql-db parameters Updating service instance monitor-db in org SAP_metering / space metering as provisioned_user_metering_deploy... An operation for service instance monitor-db is in progress. FAILED {noformat} Please refer to the following link for requesting landscape access: https://wiki.one.int.sap/wiki/display/IoTSiemens/ActiveCAMProfiles Netiquette guide: https://github.wdf.sap.corp/cf-internal-realm/Documentation/blob/master/OpsDevOpsDevOpsDev/live-netiquette.md,,,,,,"CF_Ops_SERVICE-367, Deploy2512a, InUpdatePipeline, ccee, cf-updater",,,,,,,No,,,,,,Green,,,,,,,,,,,,,,12 Dec 2025,,,Empty,,,,,,,,,,,,,,,Pipeline is blocked,,,,,,,,,,,,,,,,,,,,,Retrigger job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|jgfgv4:,,,,,,,,,,,,Please add Workaround/Mitigation,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,NGP internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf-eu01-canary,,,,,,,,,,,,,,,,,,Empty,,,,,,
NGP Issue Tracking,NGPBUG-470551,[cf-cn20-canary] deploy-metering failed,Bug,Closed,Very High,Fixed,Unassigned,T_hcpcm_cn,T_hcpcm_cn,08 Dec 2025 16:06,,09 Dec 2025 01:23,09 Dec 2025 01:23,2512a,,Metering-as-a-Service,,0,2,,,,,,,,HCP_IE,"[cf-cn20-canary] deploy-metering failed. Find failed job https://concourse.cf.canaryaz.vlab-sapcloudplatformdev.cn/teams/product-cf/pipelines/landscape-update-pipeline/jobs/deploy-metering/builds/1282 {code}No obvious error messages were found, please manually check the logs. {code} Please refer to the following link for requesting landscape access: https://wiki.wdf.sap.corp/wiki/display/IoTSiemens/ActiveCAMProfiles Netiquette guide: https://github.wdf.sap.corp/cf-internal-realm/Documentation/blob/master/OpsDevOpsDevOpsDev/live-netiquette.md",,,,,,"Deploy2512a, InUpdatePipeline, automatic_created, deploy-metering",,,,,,,No,,,,,,Green,,,,,,,,,,,,,,08 Dec 2025,,,Empty,,,,,,,,,,,,,,,Pipeline is blocked,,,,,,,,,,,,,,,,,,,,,Retrigger job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2|jg2iu8:,,,,,,,,,,,,Please add Workaround/Mitigation,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,0,,,,,,,,,,,,,,,,No,,,,,There are no steps available.,,,,,,,,,,,,,,,,,9223372036854775807,,,NGP internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf-cn20-canary,,,,,,,,,,,,,,,,,,Empty,,,,,,
